Job Title,Company,Location,Skills,Salary Min,Salary Max,Posted Date,Apply URL,Description
India posts require 17 Staff Car Drivers Fast track your application,The Kashmir Monitor,"Behat, ","finance, non tech, engineer",0,0,2026-07-01T13:29:30+00:00,https://remoteOK.com/remote-jobs/remote-india-posts-require-17-staff-car-drivers-fast-track-your-application-the-kashmir-monitor-1134373,Srinagar: Chief Minister Omar Abdullah on Monday said Jammu and Kashmir must create a new generation of exporters and diversify its export basket to achieve the ambitious target of doubling exports byGeographic ReferencePlease mention the word **RESPONSIBLY** and tag RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY= when applying to show you read the job post completely (#RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.
BRENTWOOD CHAGUANAS,Tommy's Brewing Company,"Chaguanas, ",supervisor,0,0,2026-07-01T13:27:06+00:00,https://remoteOK.com/remote-jobs/remote-brentwood-chaguanas-tommys-brewing-company-1134374,"cAREERS AT tommy's brentwoodTommyâs Brentwood is our first stand-alone taproom and a big step forward for us.Built with space to breathe and room to grow, the location features a large outdoor beer garden, a full-service bar, 24 taps of craft beer and cocktails, and fresh pizza with exclusive menu items. Like our East Gates taproom, we use Duotank technology to serve beer brewery-freshâunfiltered, unpasteurized, and straight from tank to tap.As we continue to build out Brentwood, weâre looking for passionate people who want to be part of something growing, hands-on, and proudly local.Join our team, and help us bring the Tommyâs experience to Centralâand raise a few glasses along the way.CURRENT VACANCIESfront of house (foh)Floor SupervisorBACK OF HOUSE (BOH)Kitchen SupervisorSous ChefPlease mention the word **BENEFIT** and tag RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY= when applying to show you read the job post completely (#RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Docente Tiempo Parcial Derecho Remoto,Universidad Privada del Norte,"Santiago de Surco, Santiago de Surco, PerÃº","excel, non tech",0,0,2026-07-01T13:08:17+00:00,https://remoteOK.com/remote-jobs/remote-docente-tiempo-parcial-derecho-remoto-universidad-privada-del-norte-1134390,"NUESTRA OFERTA TE PROPONE IMPACTAR E INSPIRAR A LOS FUTUROS PROFESIONALES DEL PAIS.La UPN cuenta con mÃ¡s de 100 mil estudiantes, te invitamos a formar parte del cambio y sumarte a nuestra comunidad docenteDOCENTE A TIEMPO PARCIAL - FACULTAD DE DERECHO Y CIENCIAS POLÃTICAS2026-IICursos a DictarDERECHO PENALDERECHO CIVILDERECHO TRIBUTARIOTus funciones estarÃ¡n relacionadas a transmitir tus conocimientos y experiencia, entre ellas estÃ¡n: Cumplir con una jornada a tiempo parcial. DiseÃ±ar y elaborar el sÃ­labo y material de clases para las sesiones de aprendizaje, elaborar y calificar exÃ¡menes para cada unidad de aprendizaje. Asegurar el proceso de enseÃ±anza-aprendizaje para que los estudiantes alcancen los logros acadÃ©micos de sus cursos.Realizar actividades acadÃ©micas programadas por el jefe inmediato y cualquier otra labor inherente a su condiciÃ³n de docente universitario.Nuestro sistema de calidad requiere que cuentes con los siguientes requisitos: Bachiller/TÃ­tulo de Abogado registrado en SUNEDU. MaestrÃ­a registrado en SUNEDU Experiencia profesional en su especialidad de mÃ­nimo 3 aÃ±os. Experiencia en docencia (deseable) Especialista en Derecho Penal, Derecho Civil o Derecho Tributario Disponibilidad para laborar por horas en modalidad Remoto.Desde nuestra gestiÃ³n docente potenciaremos tus habilidades para que puedas crecer con nosotros, por ello te brindaremos:FormaciÃ³n en metodologÃ­as educativas y acompaÃ±amiento permanente para profesionales que deseen formarse como docentes.Capacitaciones tÃ©cnicas y en herramientas digitales.Actividades de investigaciÃ³n y colaboraciÃ³n internacional.Por favor, anexar su CV al momento de realizar su postulaciÃ³n. Â¡Muchas gracias!En funciÃ³n a tu desempeÃ±o, puedes acceder a nuestra lÃ­nea de carrera.Please mention the word **ENVIOUSNESS** and tag RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY= when applying to show you read the job post completely (#RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Advogado Trabalhista de Prazos,JurÃ­dico Vagas,"CuiabÃ¡, ",Not Specified,0,0,2026-07-01T08:09:38+00:00,https://remoteOK.com/remote-jobs/remote-advogado-trabalhista-de-prazos-juridico-vagas-1134432,"InformaÃ§Ãµes bÃ¡sicasEmpresa: FaÃ§a login ou cadastre-se para ter acesso Ã  essa informaÃ§Ã£o.Quantidade de vagas: 1Ãrea: TrabalhistaNÃ­vel hierÃ¡rquico: OutroVÃ­nculo: CLT (Efetivo)Modalidade: RemotaPrÃ©-requisitosJornada: PerÃ­odo IntegralNecessÃ¡rio registro na OAB: SimVaga para portadores de necessidades especiais: NÃ£oEscolaridade mÃ­nima: Superior CompletoBenefÃ­ciosSalÃ¡rio: a partir de R$ 3500,00BenefÃ­cios: Vale RefeiÃ§Ã£o, Cesta bÃ¡sica, Plano de saÃºdeDetalhesFaÃ§a login ou cadastre-se para ter acesso Ã  essa informaÃ§Ã£o.Enviar seu CurrÃ­culo Indicar essa vaga VoltarPlease mention the word **LED** and tag RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY= when applying to show you read the job post completely (#RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Junior Product Designer,"WealthCounsel, LLC","Jersey City, Jersey City, New Jersey, United States","salesforce, education, customer support, marketing, finance, microsoft, exec, excel, medical, recruiter, analyst, sys admin, dev, testing, travel, speech, accounting, senior, ops, stats, digital nomad, design, technical, seo, ads, sales, full time, hr, supervisor, saas, infosec, consulting, coordinator, strategy, video, content writing, internship, writer, product designer, front end, designer, scrum, cloud, css, html, junior, legal, engineer",0,0,2026-07-01T02:50:05+00:00,https://remoteOK.com/remote-jobs/remote-junior-product-designer-wealthcounsel-llc-1134407,"WealthCounsel brings together the best - the best drafting software and legal tools, the best educators, the best support staff, and the best collegial community - to cultivate the growth and success of its member attorneys and their clients. We recently added another âbestâ to our toolbelt when we were awarded the 2025 Best Place to Work in the Cloud. The Cloud Awards is one of the longest-running awards platforms of its kind and recognizes the latest achievements and innovations in cloud computing.Weâre committed to fostering a positive work environment that is backed up by competitive benefits (see below) and a culture of collaboration. As we continue to expand, we are seeking a motivated and driven Junior Product Designer to join our team.Job Summary:The Junior Product Designer is a foundational member of WealthCounsel's product design team, responsible for designing clear, well-crafted experiences across our software products. Working within the Discovery Trio alongside Product Managers and Engineers, you contribute to the full design process â from research and discovery through design specifications and implementation support. You bring curiosity, growing user empathy, and a commitment to craft, taking increasing ownership of features and product areas as you develop in the role.This role is less about producing visual artifacts and more about learning to think like a product designer â understanding user needs, framing problems clearly, and making valuable capabilities accessible and intuitive.As a Junior Product Designer, youâll be responsible for the following:Design Thinking &amp; Problem FramingApply structured problem-framing with guidance â articulate the problem a design is solving, not just the solutionParticipate in discovery sessions with the PM and Engineering Lead, contributing a user-centered perspectiveCreate wireframes, prototypes, and design documentation that communicate intent and support decision-makingLearn to distinguish between user requests and underlying user needsDesign CraftDesign interaction flows, interface layouts, and components in alignment with the design systemDeliver designs that account for the full spectrum of states: happy paths, error states, empty states, loading states, and edge casesDesigns that account for fluid viewport sizes and device typesApply design system patterns consistently; contribute to iterative improvementUser Empathy &amp; ResearchParticipate in user research activities (usability tests, interviews, and discovery sessions) with support from senior designersShadow Support troubleshooting sessions and Member Success training sessions to build direct understanding of how attorneys use our productsReview support tickets and feature requests to identify patternsDevelop understanding of user needs based on direct observationProduct KnowledgeActively learn your product area â use the product regularly, review support tickets, ask questions about how features connectUnderstand the workflows attorneys perform within your product areaCollaborate with engineering on implementation feasibility and develop awareness of technical constraints and opportunitiesReview release notes and change logs to understand what's changed and whyCollaboration &amp; ProcessParticipate in design reviews, sprint planning, and cross-functional team ritualsIncorporate critique feedback effectively and iterate quicklyWork closely with the Senior Product Designer and Manager to evolve the design system and pattern libraryCommunicate design rationale clearly to PMs and Engineers â practice explaining whyHereâs what youâll need to be successful in this role:Required Qualifications0â3 years of experience in product design, UX design, or a related rolePortfolio demonstrating user-centered thinking, interaction design craft, and problem-solving across digital productsProficiency in Figma or equivalent modern design and prototyping toolsFamiliarity with UX research methods and willingness to participate in and contribute to research activitiesStrong attention to detail and commitment to design qualityCuriosity about how products work â technically, commercially, and from the user's perspectivePreferred QualificationsExperience working in an agile or scrum development environmentExposure to design systems and component-based design workflowsFamiliarity with accessibility best practices (WCAG)Experience working with product management teamsUnderstanding of HTML and CSS sufficient to collaborate effectively with front-end developersWork Environment and Company Benefits:This is a virtual, full-time position. You will work remotely from your home office, and occasional travel may be required for meetings, trade shows and training.In addition to your competitive salary package (including base salary and performance based incentives), medical/dental/vision plan, and matching 401(k), you will also enjoy:A generous paid time off package that includes: Paid Time Off (PTO), Holidays (including 2 Floating Holidays), Volunteer Time, Blood Donor Leave, Short Term Disability, Paid Parental Leave and more!Matching donations for approved charitable organizationsHome internet and gym membership reimbursementMany opportunities to connect with others from your home office and have fun while you work  Please include a link to your portfolio along with your resumeSalary:The salary range listed reflects the total on target earnings for this position (base salary plus bonus).At WealthCounsel, we are committed to cultivating a culture of inclusion and connectedness. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status.Come work with us!Please mention the word **MEMORABLE** and tag RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY= when applying to show you read the job post completely (#RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Profesor a de Apoyo escolar Todos los niveles,Apprentus,"Sevilla, ","design, react, consulting, technical, dev, web dev, javascript, css, html, exec, senior, junior, sys admin, engineer, digital nomad, teaching, education, customer support, copywriting, ops, travel, speech, video, finance, content writing, excel, golang, medical",0,0,2026-07-01T01:46:41+00:00,https://remoteOK.com/remote-jobs/remote-profesor-a-de-apoyo-escolar-todos-los-niveles-apprentus-1134416,"Buscamos profesores / tutores para refuerzo escolar. (matemÃ¡ticas, fÃ­sica, quÃ­mica, historia, literatura, filosofÃ­a, )Primeria, ESO y BachillerQueremos ofrecer las mejores alternativas a nuestros estudiantes a la hora de escoger su profesor/tutor de refuerzo escolar, por ello, si eres profesor de cualquier asignatura en cualquiera de los niveles acadÃ©micos mencionados esta oferta es para ti.Ãnete a nuestra plataforma educativa y genera ingresos extra impartiendo clases particulares a domicilio o en lÃ­nea.Cada dÃ­a miles de usuarios un profesor particular cerca de casa, ya sea para aprender desde cero o reforzar conocimientos.VentajasTe ofrecemos total flexibilidad y autonomÃ­a para organizar y diseÃ±ar tus clasesCada profesor decide la tarifa por hora de clase asÃ­ como la aceptaciÃ³n o no de las demandas de clase en funciÃ³n de sus criterios (horario, localizaciÃ³n , modalidad, etc.)Forma de pago sencilla y seguraAmplÃ­a tu red de alumnos sin limitaciones geogrÃ¡ficasPlease mention the word **VOUCH** and tag RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY= when applying to show you read the job post completely (#RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Asistente administrativa,Syntepro S.A de C.V.,"San Salvador, ",c,0,0,2026-07-01T01:46:07+00:00,https://remoteOK.com/remote-jobs/remote-asistente-administrativa-syntepro-s-a-de-c-v-1134334,Experiencia en control de gastosReportesSeguimiento de TicketsDominio de OfficeExcelentes relaciones interpersonalesBuena comunicaciÃ³nDisponibilidad y proactividadProyecto de 6 mesesModalidad de servicios profesionalesTrabajo remotoHorario de lunes a viernes de 7:00 am a 4:00 pmPlease mention the word **BEAUTIFULLLY** and tag RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY= when applying to show you read the job post completely (#RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.
Tutor profesor clases particulares mÃºltiples actividades,Apprentus,"CÃ¡diz, ",teaching,0,0,2026-07-01T01:45:54+00:00,https://remoteOK.com/remote-jobs/remote-tutor-profesor-clases-particulares-multiples-actividades-apprentus-1134317,"Si eres profe, enseÃ±ar es tu vocaciÃ³n, y quieres ganar dinero haciendo lo que te apasiona, Apprentus es el lugar idÃ³neo para ti.Â¿No tienes experiencia dando clases? Â¿Quieres compartir tus conocimientos? Apprentus incluye a todos los que aman la educaciÃ³n y la superaciÃ³n personal.Puedes ser un profesor con aÃ±os de experiencia o ya jubilado, puedes ser un joven reciÃ©n graduado y con mucho que enseÃ±ar, o alguien con mucho talento en la cocinaâ¦ En Apprentus hay oportunidades para ti.Buscamos profesores comprometidos y responsables. Solo debes registrarte y publicar tu clase, Â¡es gratis! Nosotros nos encargamos de promocionar tus servicios a estudiantes en tu Ã¡rea.EnseÃ±a a tu ritmo, segÃºn tu experiencia profesional o tus talentos. En Apprentus puedes ofrecer clases de apoyo escolar, de cocina, de idiomas, de ciencias, de danza, entre otras muchas mÃ¡s actividades.Elige tu propio horario de trabajo.Establece tus tarifas por horas de clases impartidas.Decide en quÃ© lugar prefieres dar tus clases: presenciales o en lÃ­nea.Selecciona a tus estudiantes.Recibe tu remuneraciÃ³n directamente en tu cuenta bancaria.Crea una buena reputaciÃ³n como profesor(a) y recibe solicitudes cerca de tu casa o desde cualquier lugar del mundo.Please mention the word **SHARP** and tag RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY= when applying to show you read the job post completely (#RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Growth &amp; Success Manager,Medida AI,"New York, New York, New York, United States","design, designer, marketing, video, education, exec, content writing, ops, digital nomad, dev, finance, coordinator, customer support, travel, cloud, senior, excel, medical, shopify, full time, consulting, sales, golang",0,0,2026-07-01T01:22:43+00:00,https://remoteOK.com/remote-jobs/remote-growth-amp-success-manager-medida-ai-1134356,"About MedidaWeâre rebuilding how the physical world gets measured, designed, and transformed.We spend nearly 60% of our lives inside our homes.And yet, the systems used to measure, plan, and renovate those spaces are still manual, fragmented, and error-prone.Medida is building the spatial intelligence layer for the home.Windows and doors to kitchens, bathrooms, and more. Weâre enabling a fully digital, AI-powered workflow that turns the physical world into precise, actionable data.Weâve gone from 0 â $3m in ARR in under a year, and are pacing to triple this year.To support this growth, weâre looking for a Growth and Success Manager who is a highly resourceful, execution-oriented operator who thrives at the intersection of go-to-market, operations, and people.The RoleThis is a high-ownership, high-exposure role working directly with leadership across sales and operations. Helping us scale how we sell, how we operate, and how we build our team.You will directly impact:How fast we growHow efficiently we operateThe quality of our team and cultureWhat Youâll DoLaunch new customers and supporting strategic accountsDevelop content and manage accounts on Medida's new product offeringsCreate processes to streamline customer onboarding and product adoptionWork directly with the CEO on special projects for GTMWho You AreA builder who doesnât wait for instructions, you see whatâs needed and make it happenHighly organized and detail-oriented, with strong follow-throughComfortable operating in ambiguity and rapid changeStrong communicator with a bias toward being resourceful and actionEnergized by working across multiple domains (sales, ops, product, brand)Excited to travel to meet our clients face-to-face 25% of the time+4 years of experience in a customer facing role in a high growth tech, early stage tech, consulting, VC, PE or IB roleWhy Join MedidaWork on cutting-edge AI + computer vision technology, transforming a massive industryWe are growing fast which means you can have a huge impact. We went from 0 to 50 customers in one year and are not slowing downBe part of a rapidly scaling company with real tractionGet exposure to every part of the businessHelp shape the future of how homes are designed and builtPlease mention the word **WHOOOA** and tag RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY= when applying to show you read the job post completely (#RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Template,Justworks,"Toronto, ","hr, customer support, non tech",0,0,2026-06-30T23:53:40+00:00,https://remoteOK.com/remote-jobs/remote-template-justworks-1134315,"Who We AreAt Justworks, youâll enjoy a welcoming and casual environment, great benefits, wellness program offerings, company retreats, and the ability to interact with and learn from leaders in the startup community. We work hard and care about our most prized asset - our people.Weâre helping businesses get off the ground by enabling them to focus on running their business. We solve HR issues. Weâre data-driven and never stop iterating. If youâd like to work in a supportive, entrepreneurial environment, are interested in building something meaningful and having fun while doing it, weâd love to hear from you.We're united by shared goals and shared motivations at Justworks. These are best summed up in our company values, which are reflected in our product and in our team.Our ValuesIf this sounds like you, youâll fit right in.Insert Posting and LI Wrapping TagsActual compensation is based on multiple factors that are unique to each candidate, including and not limited to skill set, level of relevant experience, and specific work location. Salary ranges for positions based in other locations may differ based on the cost of labor in that location.For more information about Justworksâ Total Reward Philosophy, including all of the perks and benefits we are proud to offer our team members, please visit Total Rewards @ Justworks.Diversity At JustworksJustworks is committed to maintaining a workplace where diversity of identity, culture, and life experience is the norm and is celebrated authentically and respected consistently. Diversity in our work, our people, and our product drives creativity and innovation, entrepreneurial leadership and integrity, competitiveness, and collaboration throughout our business and in the market. We depend on our differences to make our team stronger, our workplace more dynamic, and our product accessible to all of our customers.Weâre proud to be an equal opportunity employer open to all qualified applicants regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital or familial status, disability, pregnancy, gender identity or expression, veteran status, genetic information, or any other legally protected status. Justworks is fully dedicated to providing necessary support to candidates with disabilities who may require reasonable accommodations. We also provide reasonable accommodations to employees based on their sincerely held religious beliefs, as well as for other covered reasons consistent with applicable federal, state, and local laws. If you're in need of a reasonable accommodation, please reach out to us at accommodations@justworks.com. Your comfort and success matter to us, and we're here to ensure an inclusive experience.Our DEIB ReportPlease mention the word **ACHIEVEMENTS** and tag RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY= when applying to show you read the job post completely (#RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Class 1 Shunt Driver,Coca-Cola Canada Bottling Limited,"Regina, ","hr, education, ecommerce, full time, non tech, customer support, exec, design, sys admin, testing, marketing, speech, medical, digital nomad, technical, travel, legal, payroll, assembly, game dev, infosec, golang, part time, ops, sales, recruiter",0,0,2026-06-30T23:50:10+00:00,https://remoteOK.com/remote-jobs/remote-class-1-shunt-driver-coca-cola-canada-bottling-limited-1134349,"30 Jun 2026Coke Canada Bottling is Canadaâs Local Bottler. Weâre Made Local.Role DetailsWork Location â Regina Shift - Monday to Friday 1pm -9:30pmHourly Rate â $23.70 - $29.26 (Graduated wage increase over 3 years)Initial Posting Close Date â July 12th, 2026Proudly independent, we are a Canadian, family-owned business. Coke Canada Bottling makes, distributes, merchandises, and sells the most-loved beverages Canadians enjoy. With over 6,000 diverse employees coast-to-coast, we operate in every province through 50+ sales and distribution centres, and five manufacturing facilities.Coke Canada supplies some of Canadaâs favourite beverage brands, and we want to continue to be the leading beverage partner in Canada, creating a better future and delivering optimism by bringing sustainable value to our employees, customers, consumers, and communities.Advancing a high-performing, collaborative and inclusive culture is at the core of our vision to be the Worldâs Greatest Bottler, Built by the Best People, and weâre looking for exceptional talent to help get us there.For more information about Coke Canada Bottling and our products, visit cokecanada.com/our-product.ResponsibilitiesAbout This OpportunityQualificationsWhy work with us?Join a local, family-owned business thatâs part of a globally recognized brand, where you can develop your capabilities, competencies, and career.Coke Canada has a culture of learning, and we offer several channels to support your development, including on-the-job training and a library of free courses for just-in-time learning.We have generous referral rewards and recognition programs you can participate in.We have close, local connections with the communities in which we operate across Canada. Weâre determined to make a positive difference in our communities; this includes opportunities for employee volunteerism.Weâre building our business responsibly and our mission is to work Toward a Better Future Together. We have a plan that outlines how we are reducing, reusing, recycling, decreasing our carbon footprint, and using water responsibly. For more information visit cokecanada.com/sustainability/Coke Canada has been recognized as one of Canadaâs Best Employers for Diversity, and weâre committed to fostering a diverse, equitable and inclusive workplace. Together we are creating a workplace culture that values diversity, enables inclusivity and ensures everyone feels like they belong. We are aiming to ensure our diverse workforce is reflective of the communities in which we operate. Research shows that women-identifying and other marginalized individuals often hesitate to apply unless they meet 100% of the listed qualifications. If this role excites you, even if you donât check every box, we encourage you to apply. Your unique experience and perspective could be what weâre looking for. Unless otherwise specified, this job post is for an existing vacancy.Our hiring process is human-driven and does not involve AI tools for screening, assessment, or selection. For individuals requiring accommodations or support throughout the recruitment process please call 1-844-383-2653 or email HR@cokecanada.comImportantAll offers of employment at Coke Canada Bottling are conditional upon a successful background clearance obtained through our contracted third-party vendor. The standard clearance requirements depend on the position and may include some, or all, of the following: criminal clearance, employment verification, education verification and driver's abstract review. Please advise the Talent Acquisition team if you have any questions or concerns once you are contacted for further consideration.Please mention the word **VICTORIOUS** and tag RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY= when applying to show you read the job post completely (#RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
